date,region,segment,deals_total,deals_won,units,avg_unit_price,discount_pct,revenue_booked,invoice_delay_days,revenue_recognized
2026-05-05,North,SMB,10,3,9,1361.58,5.65,4084.73,0,4084.73
2026-05-05,South,ENT,3,1,1,9577.76,3.89,9577.76,0,9577.76
2026-05-05,South,MID,6,2,4,3464.26,5.1,6928.52,0,6928.52
2026-05-05,South,SMB,12,4,12,1345.35,6.21,5381.4,0,5381.4
2026-05-05,East,ENT,2,1,1,8839.77,6.88,8839.77,0,8839.77
2026-05-05,East,MID,5,2,4,3427.79,4.94,6855.58,0,6855.58
2026-05-05,East,SMB,11,4,12,1392.4,5.21,5569.59,0,5569.59
2026-05-05,West,ENT,3,1,1,9382.05,4.55,9382.05,0,9382.05
2026-05-05,West,MID,5,2,4,3400.75,5.97,6801.49,0,6801.49
2026-05-05,West,SMB,11,4,12,1339.07,6.98,5356.3,0,5356.3
2026-05-06,North,ENT,4,1,1,9198.9,6.25,9198.9,0,9198.9
2026-05-06,North,MID,7,2,4,3469.77,4.73,6939.53,0,6939.53
2026-05-06,North,SMB,12,4,12,1397.41,6.11,5589.64,0,5589.64
2026-05-06,South,ENT,3,1,1,9118.39,7.53,9118.39,0,9118.39
2026-05-06,South,MID,7,3,6,3197.47,8.75,9592.42,0,9592.42
2026-05-06,South,SMB,15,5,15,1304.31,8.08,6521.54,0,6521.54
2026-05-06,East,ENT,2,1,1,9310.97,5.41,9310.97,0,9310.97
2026-05-06,East,MID,5,2,4,3350.75,5.92,6701.51,0,6701.51
2026-05-06,East,SMB,13,5,15,1349.24,5.39,6746.19,0,6746.19
2026-05-06,West,ENT,3,1,1,9183.57,7.55,9183.57,0,9183.57
2026-05-06,West,MID,6,2,4,3307.75,6.17,6615.51,0,6615.51
2026-05-06,West,SMB,11,3,9,1336.12,6.76,4008.35,0,4008.35
2026-05-07,North,ENT,3,1,1,9183.58,5.33,9183.58,0,9183.58
2026-05-07,North,MID,7,2,4,3459.83,3.42,6919.65,0,6919.65
2026-05-07,North,SMB,14,5,15,1342.68,6.3,6713.42,0,6713.42
2026-05-07,South,ENT,3,1,1,9321.14,6.13,9321.14,0,9321.14
2026-05-07,South,MID,6,2,4,3384.43,6.36,6768.85,0,6768.85
2026-05-07,South,SMB,13,4,12,1375.11,4.48,5500.43,0,5500.43
2026-05-07,East,ENT,2,1,1,8951.81,7.31,8951.81,0,8951.81
2026-05-07,East,MID,5,2,4,3442.92,5.86,6885.84,0,6885.84
2026-05-07,East,SMB,10,3,9,1381.22,4.11,4143.67,0,4143.67
2026-05-07,West,ENT,2,1,1,9296.24,6.8,9296.24,0,9296.24
2026-05-07,West,MID,6,2,4,3291.92,6.81,6583.84,0,6583.84
2026-05-07,West,SMB,9,3,9,1398.95,5.01,4196.86,0,4196.86
2026-05-08,North,ENT,3,1,1,9104.76,7.77,9104.76,0,9104.76
2026-05-08,North,MID,7,2,4,3295.35,6.02,6590.7,0,6590.7
2026-05-08,North,SMB,11,3,9,1357.14,4.43,4071.43,0,4071.43
2026-05-08,South,ENT,3,1,1,8879.66,7.33,8879.66,0,8879.66
2026-05-08,South,MID,5,2,4,3493.85,5.88,6987.71,0,6987.71
2026-05-08,South,SMB,13,5,15,1342.02,5.91,6710.08,0,6710.08
2026-05-08,East,ENT,2,1,1,9542.44,3.32,9542.44,0,9542.44
2026-05-08,East,MID,4,1,2,3352.38,7.25,3352.38,0,3352.38
2026-05-08,East,SMB,9,3,9,1336.25,6.56,4008.76,0,4008.76
2026-05-08,West,ENT,3,1,1,9163.57,6.0,9163.57,0,9163.57
2026-05-08,West,MID,5,2,4,3385.69,5.98,6771.39,0,6771.39
2026-05-08,West,SMB,9,3,9,1392.32,5.4,4176.97,0,4176.97
2026-05-09,North,ENT,2,1,1,9201.74,5.39,9201.74,0,9201.74
2026-05-09,North,MID,4,2,4,3449.44,5.93,6898.88,0,6898.88
2026-05-09,North,SMB,8,3,9,1358.39,6.21,4075.17,0,4075.17
2026-05-09,South,ENT,1,0,0,9139.82,5.57,0.0,0,0.0
2026-05-09,South,MID,3,1,2,3370.2,6.13,3370.2,0,3370.2
2026-05-09,South,SMB,7,3,9,1411.24,5.26,4233.73,0,4233.73
2026-05-09,East,ENT,1,0,0,8996.98,6.2,0.0,0,0.0
2026-05-09,East,MID,3,1,2,3369.79,5.66,3369.79,0,3369.79
2026-05-09,East,SMB,7,2,6,1363.86,6.17,2727.72,0,2727.72
2026-05-09,West,ENT,1,0,0,9099.23,7.89,0.0,0,0.0
2026-05-09,West,MID,3,1,2,3363.69,5.67,3363.69,0,3363.69
2026-05-09,West,SMB,6,2,6,1385.18,5.86,2770.37,0,2770.37
2026-05-10,North,ENT,2,1,1,9202.17,7.8,9202.17,0,9202.17
2026-05-10,North,MID,4,1,2,3450.99,4.67,3450.99,0,3450.99
2026-05-10,North,SMB,6,2,6,1356.53,5.8,2713.06,0,2713.06
2026-05-10,South,ENT,1,0,0,9474.87,4.62,0.0,0,0.0
2026-05-10,South,MID,3,1,2,3398.72,5.32,3398.72,0,3398.72
2026-05-10,South,SMB,7,2,6,1401.64,3.79,2803.28,0,2803.28
2026-05-10,East,ENT,1,0,0,9245.88,6.41,0.0,0,0.0
2026-05-10,East,MID,3,1,2,3433.12,4.66,3433.12,0,3433.12
2026-05-10,East,SMB,5,2,6,1340.92,6.17,2681.85,0,2681.85
2026-05-10,West,ENT,1,0,0,8819.66,6.81,0.0,0,0.0
2026-05-10,West,MID,3,1,2,3257.16,7.14,3257.16,0,3257.16
2026-05-10,West,SMB,5,2,6,1343.51,5.82,2687.01,0,2687.01
2026-05-11,North,ENT,3,1,1,9036.9,6.42,9036.9,0,9036.9
2026-05-11,North,MID,6,2,4,3351.81,4.77,6703.63,0,6703.63
2026-05-11,North,SMB,11,4,12,1388.2,5.87,5552.78,0,5552.78
2026-05-11,South,ENT,3,1,1,9009.33,7.11,9009.33,0,9009.33
2026-05-11,South,MID,5,2,4,3418.32,6.18,6836.64,0,6836.64
2026-05-11,South,SMB,13,4,12,1376.23,5.32,5504.92,0,5504.92
2026-05-11,East,ENT,3,1,1,9422.79,5.95,9422.79,0,9422.79
2026-05-11,East,MID,5,2,4,3414.83,4.85,6829.66,0,6829.66
2026-05-11,East,SMB,10,3,9,1360.17,6.09,4080.52,0,4080.52
2026-05-11,West,ENT,3,1,1,9256.95,6.22,9256.95,0,9256.95
2026-05-11,West,MID,5,2,4,3262.15,7.84,6524.3,0,6524.3
2026-05-11,West,SMB,9,3,9,1382.55,5.02,4147.66,0,4147.66
2026-05-12,North,ENT,3,1,1,8905.61,6.55,8905.61,0,8905.61
2026-05-12,North,MID,6,2,4,3379.02,5.69,6758.04,0,6758.04
2026-05-12,North,SMB,12,4,12,1386.43,6.17,5545.71,0,5545.71
2026-05-12,South,ENT,3,1,1,9594.27,3.92,9594.27,0,9594.27
2026-05-12,South,MID,7,2,4,3508.38,5.47,7016.76,0,7016.76
2026-05-12,South,SMB,16,5,15,1356.25,5.25,6781.25,0,6781.25
2026-05-12,East,ENT,2,1,1,9105.09,5.26,9105.09,0,9105.09
2026-05-12,East,MID,6,2,4,3395.7,5.0,6791.39,0,6791.39
2026-05-12,East,SMB,9,3,9,1315.24,7.94,3945.72,0,3945.72
2026-05-12,West,ENT,2,1,1,9239.51,6.21,9239.51,0,9239.51
2026-05-12,West,MID,6,2,4,3462.3,6.47,6924.59,0,6924.59
2026-05-12,West,SMB,10,3,9,1328.27,8.31,3984.82,0,3984.82
2026-05-13,North,ENT,3,1,1,9184.86,6.08,9184.86,0,9184.86
2026-05-13,North,MID,6,2,4,3424.84,6.1,6849.68,0,6849.68
2026-05-13,North,SMB,13,5,15,1376.45,4.98,6882.24,0,6882.24
2026-05-13,South,ENT,2,1,1,9073.44,6.98,9073.44,0,9073.44
2026-05-13,South,MID,6,2,4,3344.56,6.54,6689.13,0,6689.13
2026-05-13,South,SMB,12,4,12,1342.38,6.39,5369.51,0,5369.51
2026-05-13,East,ENT,2,1,1,9369.84,4.66,9369.84,0,9369.84
2026-05-13,East,MID,5,2,4,3469.48,5.9,6938.96,0,6938.96
2026-05-13,East,SMB,11,4,12,1407.65,5.58,5630.6,0,5630.6
2026-05-13,West,ENT,3,1,1,9141.23,5.76,9141.23,0,9141.23
2026-05-13,West,MID,5,2,4,3318.57,7.92,6637.13,0,6637.13
2026-05-13,West,SMB,10,3,9,1378.92,6.62,4136.76,0,4136.76
2026-05-14,North,ENT,3,1,1,9285.04,7.22,9285.04,0,9285.04
2026-05-14,North,MID,6,2,4,3410.11,4.94,6820.22,0,6820.22
2026-05-14,North,SMB,12,4,12,1349.25,4.74,5397.01,0,5397.01
2026-05-14,South,ENT,3,1,1,9314.7,6.04,9314.7,0,9314.7
2026-05-14,South,MID,5,2,4,3416.61,6.16,6833.21,0,6833.21
2026-05-14,South,SMB,12,4,12,1380.08,5.84,5520.32,0,5520.32
2026-05-14,East,ENT,3,1,1,9266.6,5.01,9266.6,0,9266.6
2026-05-14,East,MID,5,2,4,3295.54,7.46,6591.08,0,6591.08
2026-05-14,East,SMB,10,3,9,1333.61,6.89,4000.82,0,4000.82
2026-05-14,West,ENT,3,1,1,8973.38,7.38,8973.38,0,8973.38
2026-05-14,West,MID,4,1,2,3289.13,7.09,3289.13,0,3289.13
2026-05-14,West,SMB,11,4,12,1332.61,6.97,5330.45,0,5330.45
2026-05-15,North,ENT,3,1,1,9162.45,7.42,9162.45,0,9162.45
2026-05-15,North,MID,6,2,4,3330.97,6.93,6661.93,0,6661.93
2026-05-15,North,SMB,11,4,12,1369.83,5.95,5479.32,0,5479.32
2026-05-15,South,ENT,3,1,1,8999.14,6.93,8999.14,0,8999.14
2026-05-15,South,MID,6,2,4,3343.0,6.42,6686.0,0,6686.0
2026-05-15,South,SMB,12,4,12,1332.86,7.12,5331.45,0,5331.45
2026-05-15,East,ENT,2,1,1,9167.57,6.44,9167.57,0,9167.57
2026-05-15,East,MID,4,1,2,3316.94,7.85,3316.94,0,3316.94
2026-05-15,East,SMB,10,3,9,1367.28,6.23,4101.83,0,4101.83
2026-05-15,West,ENT,3,1,1,9354.5,5.47,9354.5,0,9354.5
2026-05-15,West,MID,5,2,4,3471.61,3.51,6943.22,0,6943.22
2026-05-15,West,SMB,10,4,12,1302.54,7.12,5210.18,0,5210.18
2026-05-16,North,ENT,2,1,1,8966.74,8.65,8966.74,0,8966.74
2026-05-16,North,MID,4,1,2,3419.71,5.35,3419.71,0,3419.71
2026-05-16,North,SMB,8,3,9,1354.24,6.23,4062.71,0,4062.71
2026-05-16,South,ENT,2,1,1,9340.36,5.76,9340.36,0,9340.36
2026-05-16,South,MID,3,1,2,3413.65,5.09,3413.65,0,3413.65
2026-05-16,South,SMB,7,2,6,1385.66,7.13,2771.32,0,2771.32
2026-05-16,East,ENT,1,0,0,9157.4,5.51,0.0,0,0.0
2026-05-16,East,MID,3,1,2,3401.77,5.53,3401.77,0,3401.77
2026-05-16,East,SMB,6,2,6,1352.42,6.28,2704.84,0,2704.84
2026-05-16,West,ENT,1,0,0,9327.27,4.73,0.0,0,0.0
2026-05-16,West,MID,3,1,2,3432.94,4.85,3432.94,0,3432.94
2026-05-16,West,SMB,6,2,6,1392.45,4.86,2784.89,0,2784.89
2026-05-17,North,ENT,2,1,1,9048.88,8.31,9048.88,0,9048.88
2026-05-17,North,MID,4,1,2,3391.09,5.91,3391.09,0,3391.09
2026-05-17,North,SMB,5,2,6,1338.61,8.68,2677.22,0,2677.22
2026-05-17,South,ENT,1,0,0,9288.52,6.77,0.0,0,0.0
2026-05-17,South,MID,3,1,2,3402.89,5.68,3402.89,0,3402.89
2026-05-17,South,SMB,6,2,6,1352.74,7.11,2705.48,0,2705.48
2026-05-17,East,ENT,1,0,0,9178.43,5.95,0.0,0,0.0
2026-05-17,East,MID,2,1,2,3390.81,5.9,3390.81,0,3390.81
2026-05-17,East,SMB,5,2,6,1408.47,4.83,2816.94,0,2816.94
2026-05-17,West,ENT,1,0,0,9385.37,5.74,0.0,0,0.0
2026-05-17,West,MID,3,1,2,3371.28,5.84,3371.28,0,3371.28
2026-05-17,West,SMB,5,2,6,1357.39,3.84,2714.78,0,2714.78
2026-05-18,North,ENT,3,1,1,9305.74,5.5,9305.74,0,9305.74
2026-05-18,North,MID,6,2,4,3374.4,7.11,6748.8,0,6748.8
2026-05-18,North,SMB,12,4,12,1350.76,6.52,5403.06,0,5403.06
2026-05-18,South,ENT,2,1,1,9100.43,5.99,9100.43,0,9100.43
2026-05-18,South,MID,6,2,4,3352.8,5.74,6705.6,0,6705.6
2026-05-18,South,SMB,15,5,15,1341.6,5.94,6708.02,0,6708.02
2026-05-18,East,ENT,3,1,1,9069.51,5.65,9069.51,0,9069.51
2026-05-18,East,MID,5,2,4,3379.95,5.96,6759.91,0,6759.91
2026-05-18,East,SMB,10,3,9,1351.21,6.08,4053.64,0,4053.64
2026-05-18,West,ENT,2,1,1,9381.15,3.97,9381.15,0,9381.15
2026-05-18,West,MID,5,2,4,3349.55,5.67,6699.1,0,6699.1
2026-05-18,West,SMB,11,4,12,1344.6,5.34,5378.4,0,5378.4
2026-05-19,North,ENT,4,1,1,9539.21,2.44,9539.21,0,9539.21
2026-05-19,North,MID,6,2,4,3343.44,8.02,6686.89,0,6686.89
2026-05-19,North,SMB,13,5,15,1336.11,6.32,6680.56,0,6680.56
2026-05-19,South,ENT,3,1,1,9124.1,5.02,9124.1,0,9124.1
2026-05-19,South,MID,6,2,4,3367.05,7.97,6734.09,0,6734.09
2026-05-19,South,SMB,15,5,15,1398.38,5.1,6991.92,0,6991.92
2026-05-19,East,ENT,3,1,1,9244.69,5.37,9244.69,0,9244.69
2026-05-19,East,MID,5,2,4,3369.97,7.38,6739.93,0,6739.93
2026-05-19,East,SMB,10,4,12,1363.69,6.01,5454.74,0,5454.74
2026-05-19,West,ENT,3,1,1,9302.2,6.59,9302.2,0,9302.2
2026-05-19,West,MID,6,2,4,3347.73,6.5,6695.46,0,6695.46
2026-05-19,West,SMB,12,5,15,1315.13,6.47,6575.67,0,6575.67
2026-05-20,North,ENT,4,1,1,9375.3,4.82,9375.3,0,9375.3
2026-05-20,North,MID,7,2,4,3436.32,5.1,6872.64,0,6872.64
2026-05-20,North,SMB,12,4,12,1356.73,6.66,5426.93,0,5426.93
2026-05-20,South,ENT,3,1,1,9294.58,6.24,9294.58,0,9294.58
2026-05-20,South,MID,6,2,4,3267.63,8.74,6535.25,0,6535.25
2026-05-20,South,SMB,13,4,12,1344.82,6.31,5379.29,0,5379.29
2026-05-20,East,ENT,2,1,1,9371.99,6.35,9371.99,0,9371.99
2026-05-20,East,MID,5,2,4,3363.56,7.0,6727.12,0,6727.12
2026-05-20,East,SMB,10,4,12,1393.01,5.87,5572.05,0,5572.05
2026-05-20,West,ENT,3,1,1,9381.71,6.17,9381.71,0,9381.71
2026-05-20,West,MID,5,2,4,3353.84,6.42,6707.68,0,6707.68
2026-05-20,West,SMB,10,3,9,1388.11,6.64,4164.32,0,4164.32
2026-05-21,North,ENT,4,1,1,9229.87,5.69,9229.87,0,9229.87
2026-05-21,North,MID,7,2,4,3429.18,7.07,6858.36,0,6858.36
2026-05-21,North,SMB,11,4,12,1383.33,5.72,5533.3,0,5533.3
2026-05-21,South,ENT,3,1,1,9186.84,6.01,9186.84,0,9186.84
2026-05-21,South,MID,6,2,4,3327.99,6.42,6655.98,0,6655.98
2026-05-21,South,SMB,12,4,12,1346.04,4.79,5384.17,0,5384.17
2026-05-21,East,ENT,3,1,1,9355.53,6.13,9355.53,0,9355.53
2026-05-21,East,MID,6,2,4,3460.42,5.47,6920.84,0,6920.84
2026-05-21,East,SMB,10,4,12,1380.44,5.54,5521.77,0,5521.77
2026-05-21,West,ENT,2,1,1,8933.58,7.24,8933.58,0,8933.58
2026-05-21,West,MID,7,2,4,3401.75,4.92,6803.5,0,6803.5
2026-05-21,West,SMB,11,4,12,1321.97,7.08,5287.86,0,5287.86
2026-05-22,North,ENT,3,1,1,9277.37,8.14,9277.37,0,9277.37
2026-05-22,North,MID,6,2,4,3387.95,5.81,6775.9,0,6775.9
2026-05-22,North,SMB,11,4,12,1349.99,4.91,5399.96,0,5399.96
2026-05-22,South,ENT,3,1,1,9316.69,5.82,9316.69,0,9316.69
2026-05-22,South,MID,6,2,4,3422.41,5.21,6844.83,0,6844.83
2026-05-22,South,SMB,13,5,15,1351.54,5.17,6757.72,0,6757.72
2026-05-22,East,ENT,2,1,1,9201.84,6.6,9201.84,0,9201.84
2026-05-22,East,MID,5,2,4,3365.85,6.24,6731.71,0,6731.71
2026-05-22,East,SMB,10,3,9,1316.91,7.78,3950.73,0,3950.73
2026-05-22,West,ENT,3,1,1,8954.05,5.54,8954.05,0,8954.05
2026-05-22,West,MID,6,2,4,3564.56,4.3,7129.13,0,7129.13
2026-05-22,West,SMB,11,3,9,1363.75,5.64,4091.26,0,4091.26
2026-05-23,North,ENT,2,1,1,9331.18,5.72,9331.18,0,9331.18
2026-05-23,North,MID,4,1,2,3381.66,5.53,3381.66,0,3381.66
2026-05-23,North,SMB,7,2,6,1353.63,6.5,2707.26,0,2707.26
2026-05-23,South,ENT,2,1,1,9331.93,6.76,9331.93,0,9331.93
2026-05-23,South,MID,3,1,2,3298.06,8.04,3298.06,0,3298.06
2026-05-23,South,SMB,7,2,6,1409.35,4.52,2818.7,0,2818.7
2026-05-23,East,ENT,1,0,0,8852.55,6.77,0.0,0,0.0
2026-05-23,East,MID,3,1,2,3513.02,4.63,3513.02,0,3513.02
2026-05-23,East,SMB,6,2,6,1395.78,4.18,2791.57,0,2791.57
2026-05-23,West,ENT,1,0,0,9412.8,5.4,0.0,0,0.0
2026-05-23,West,MID,3,1,2,3426.42,5.28,3426.42,0,3426.42
2026-05-23,West,SMB,7,2,6,1329.39,6.14,2658.77,0,2658.77
2026-05-24,North,ENT,2,1,1,9578.46,4.21,9578.46,0,9578.46
2026-05-24,North,MID,3,1,2,3369.13,7.0,3369.13,0,3369.13
2026-05-24,North,SMB,5,2,6,1337.53,6.49,2675.07,0,2675.07
2026-05-24,South,ENT,1,0,0,9139.05,5.89,0.0,0,0.0
2026-05-24,South,MID,3,1,2,3313.04,7.31,3313.04,0,3313.04
2026-05-24,South,SMB,7,2,6,1393.74,5.15,2787.49,0,2787.49
2026-05-24,East,ENT,1,0,0,9294.89,5.49,0.0,0,0.0
2026-05-24,East,MID,3,1,2,3358.39,4.62,3358.39,0,3358.39
2026-05-24,East,SMB,5,2,6,1392.07,4.4,2784.14,0,2784.14
2026-05-24,West,ENT,1,0,0,9025.07,5.45,0.0,0,0.0
2026-05-24,West,MID,3,1,2,3341.65,6.23,3341.65,0,3341.65
2026-05-24,West,SMB,6,2,6,1369.68,5.41,2739.36,0,2739.36
2026-05-25,North,ENT,3,1,1,9196.59,5.48,9196.59,0,9196.59
2026-05-25,North,MID,5,2,4,3365.1,6.25,6730.2,0,6730.2
2026-05-25,North,SMB,13,4,12,1350.61,6.41,5402.45,0,5402.45
2026-05-25,South,ENT,3,1,1,9159.37,5.68,9159.37,0,9159.37
2026-05-25,South,MID,5,2,4,3374.3,4.57,6748.59,0,6748.59
2026-05-25,South,SMB,14,5,15,1343.78,4.87,6718.89,0,6718.89
2026-05-25,East,ENT,3,1,1,9126.94,5.81,9126.94,0,9126.94
2026-05-25,East,MID,3,1,2,3406.48,6.72,3406.48,0,3406.48
2026-05-25,East,SMB,7,2,6,1348.91,6.3,2697.82,0,2697.82
2026-05-25,West,ENT,3,1,1,8944.66,6.55,8944.66,0,8944.66
2026-05-25,West,MID,6,2,4,3455.58,4.56,6911.17,0,6911.17
2026-05-25,West,SMB,11,4,12,1343.55,5.53,5374.19,0,5374.19
2026-05-26,North,ENT,3,1,1,9355.84,6.15,9355.84,0,9355.84
2026-05-26,North,MID,8,3,6,3401.6,4.96,10204.79,0,10204.79
2026-05-26,North,SMB,13,4,12,1357.04,5.72,5428.17,0,5428.17
2026-05-26,South,ENT,3,1,1,9521.64,4.36,9521.64,0,9521.64
2026-05-26,South,MID,6,2,4,3352.93,6.44,6705.87,0,6705.87
2026-05-26,South,SMB,13,5,15,1352.43,6.1,6762.17,0,6762.17
2026-05-26,East,ENT,3,1,1,9151.59,5.93,9151.59,0,9151.59
2026-05-26,East,MID,4,1,2,3449.01,6.36,3449.01,0,3449.01
2026-05-26,East,SMB,10,4,12,1347.35,5.6,5389.38,0,5389.38
2026-05-26,West,ENT,2,1,1,8674.89,6.78,8674.89,0,8674.89
2026-05-26,West,MID,5,2,4,3366.13,4.86,6732.27,0,6732.27
2026-05-26,West,SMB,10,3,9,1348.8,7.3,4046.41,0,4046.41
2026-05-27,North,ENT,3,1,1,9190.35,6.36,9190.35,0,9190.35
2026-05-27,North,MID,6,2,4,3444.65,5.08,6889.3,0,6889.3
2026-05-27,North,SMB,12,4,12,1335.45,7.29,5341.81,0,5341.81
2026-05-27,South,ENT,3,1,1,9282.99,6.36,9282.99,0,9282.99
2026-05-27,South,MID,5,2,4,3407.03,5.36,6814.06,0,6814.06
2026-05-27,South,SMB,13,5,15,1378.2,5.08,6891.0,0,6891.0
2026-05-27,East,ENT,2,1,1,9322.33,5.34,9322.33,0,9322.33
2026-05-27,East,MID,4,1,2,3380.67,6.4,3380.67,0,3380.67
2026-05-27,East,SMB,12,4,12,1345.39,6.16,5381.57,0,5381.57
2026-05-27,West,ENT,3,1,1,9362.53,5.82,9362.53,0,9362.53
2026-05-27,West,MID,6,2,4,3358.93,7.34,6717.86,0,6717.86
2026-05-27,West,SMB,11,4,12,1382.24,6.67,5528.94,0,5528.94
2026-05-28,North,ENT,3,1,1,9285.56,5.71,9285.56,0,9285.56
2026-05-28,North,MID,7,2,4,3313.65,5.62,6627.29,0,6627.29
2026-05-28,North,SMB,14,5,15,1345.66,6.13,6728.29,0,6728.29
2026-05-28,South,ENT,3,1,1,9048.26,5.85,9048.26,0,9048.26
2026-05-28,South,MID,6,2,4,3299.07,5.45,6598.14,0,6598.14
2026-05-28,South,SMB,11,4,12,1390.52,6.03,5562.07,0,5562.07
2026-05-28,East,ENT,2,1,1,9010.92,7.46,9010.92,0,9010.92
2026-05-28,East,MID,5,2,4,3435.49,4.7,6870.98,0,6870.98
2026-05-28,East,SMB,10,4,12,1324.0,7.7,5296.01,0,5296.01
2026-05-28,West,ENT,3,1,1,9260.94,7.06,9260.94,0,9260.94
2026-05-28,West,MID,6,2,4,3316.74,6.46,6633.48,0,6633.48
2026-05-28,West,SMB,9,3,9,1346.87,6.42,4040.6,0,4040.6
2026-05-29,North,ENT,3,1,1,9005.94,7.47,9005.94,0,9005.94
2026-05-29,North,MID,5,2,4,3480.13,5.55,6960.27,0,6960.27
2026-05-29,North,SMB,12,4,12,1317.19,6.61,5268.76,0,5268.76
2026-05-29,South,ENT,3,1,1,9388.18,4.23,9388.18,0,9388.18
2026-05-29,South,MID,5,2,4,3498.7,5.08,6997.39,0,6997.39
2026-05-29,South,SMB,13,4,12,1373.96,5.78,5495.84,0,5495.84
2026-05-29,East,ENT,2,1,1,9092.9,6.16,9092.9,0,9092.9
2026-05-29,East,MID,4,1,2,3295.45,7.17,3295.45,0,3295.45
2026-05-29,East,SMB,9,3,9,1389.78,3.75,4169.34,0,4169.34
2026-05-29,West,ENT,2,1,1,9202.4,4.96,9202.4,0,9202.4
2026-05-29,West,MID,5,2,4,3404.31,6.26,6808.62,0,6808.62
2026-05-29,West,SMB,10,3,9,1359.36,5.58,4078.07,0,4078.07
2026-05-30,North,ENT,2,1,1,9289.66,7.02,9289.66,0,9289.66
2026-05-30,North,MID,4,1,2,3505.34,4.6,3505.34,0,3505.34
2026-05-30,North,SMB,6,2,6,1326.29,7.9,2652.57,0,2652.57
2026-05-30,South,ENT,2,1,1,9254.41,6.45,9254.41,0,9254.41
2026-05-30,South,MID,3,1,2,3386.58,5.49,3386.58,0,3386.58
2026-05-30,South,SMB,7,2,6,1336.1,8.03,2672.19,0,2672.19
2026-05-30,East,ENT,1,0,0,9194.2,5.33,0.0,0,0.0
2026-05-30,East,MID,3,1,2,3415.1,6.28,3415.1,0,3415.1
2026-05-30,East,SMB,5,2,6,1348.87,4.74,2697.74,0,2697.74
2026-05-30,West,ENT,2,1,1,9239.1,6.41,9239.1,0,9239.1
2026-05-30,West,MID,3,1,2,3519.3,4.62,3519.3,0,3519.3
2026-05-30,West,SMB,6,2,6,1324.26,6.4,2648.52,0,2648.52
2026-05-31,North,ENT,2,1,1,9172.46,7.66,9172.46,0,9172.46
2026-05-31,North,MID,3,1,2,3408.56,6.38,3408.56,0,3408.56
2026-05-31,North,SMB,6,2,6,1352.47,5.21,2704.95,0,2704.95
2026-05-31,South,ENT,1,0,0,9391.65,7.39,0.0,0,0.0
2026-05-31,South,MID,4,1,2,3253.63,7.0,3253.63,0,3253.63
2026-05-31,South,SMB,7,2,6,1377.36,4.89,2754.71,0,2754.71
2026-05-31,East,ENT,1,0,0,9268.68,5.57,0.0,0,0.0
2026-05-31,East,MID,2,1,2,3442.7,5.53,3442.7,0,3442.7
2026-05-31,East,SMB,5,2,6,1375.04,6.0,2750.09,0,2750.09
2026-05-31,West,ENT,1,0,0,9330.99,6.36,0.0,0,0.0
2026-05-31,West,MID,2,1,2,3386.93,5.23,3386.93,0,3386.93
2026-05-31,West,SMB,5,2,6,1309.71,6.78,2619.42,0,2619.42
2026-06-01,North,ENT,4,1,1,9244.88,6.06,9244.88,0,9244.88
2026-06-01,North,MID,6,2,4,3385.16,6.64,6770.33,0,6770.33
2026-06-01,North,SMB,11,3,9,1366.58,5.89,4099.73,0,4099.73
2026-06-01,South,ENT,3,1,1,9324.13,5.48,9324.13,0,9324.13
2026-06-01,South,MID,6,2,4,3371.83,4.65,6743.67,0,6743.67
2026-06-01,South,SMB,13,4,12,1352.12,5.32,5408.46,0,5408.46
2026-06-01,East,ENT,3,1,1,9377.4,4.79,9377.4,0,9377.4
2026-06-01,East,MID,5,2,4,3298.03,6.05,6596.07,0,6596.07
2026-06-01,East,SMB,10,4,12,1391.75,4.53,5567.01,0,5567.01
2026-06-01,West,ENT,3,1,1,9204.3,6.24,9204.3,0,9204.3
2026-06-01,West,MID,5,2,4,3378.1,6.41,6756.2,0,6756.2
2026-06-01,West,SMB,11,3,9,1304.64,7.22,3913.93,0,3913.93
2026-06-02,North,ENT,3,1,1,9127.45,5.7,9127.45,0,9127.45
2026-06-02,North,MID,6,2,4,3347.36,6.7,6694.73,0,6694.73
2026-06-02,North,SMB,11,4,12,1377.2,6.33,5508.81,0,5508.81
2026-06-02,South,ENT,3,1,1,9288.66,5.48,9288.66,0,9288.66
2026-06-02,South,MID,6,2,4,3360.94,6.51,6721.87,0,6721.87
2026-06-02,South,SMB,12,4,12,1355.61,6.39,5422.44,0,5422.44
2026-06-02,East,ENT,3,1,1,9194.59,6.62,9194.59,0,9194.59
2026-06-02,East,MID,5,2,4,3308.7,6.06,6617.4,0,6617.4
2026-06-02,East,SMB,11,4,12,1342.06,6.69,5368.26,0,5368.26
2026-06-02,West,ENT,3,1,1,9404.05,4.76,9404.05,0,9404.05
2026-06-02,West,MID,5,2,4,3385.26,5.93,6770.53,0,6770.53
2026-06-02,West,SMB,12,4,12,1397.03,5.06,5588.12,0,5588.12
2026-06-03,North,ENT,3,1,1,9231.74,5.42,9231.74,0,9231.74
2026-06-03,North,MID,7,3,6,3372.33,4.43,10116.99,0,10116.99
2026-06-03,North,SMB,12,4,12,1406.24,5.24,5624.95,0,5624.95
2026-06-03,South,ENT,2,1,1,9407.93,6.1,9407.93,0,9407.93
2026-06-03,South,MID,6,2,4,3414.29,5.84,6828.58,0,6828.58
2026-06-03,South,SMB,9,3,9,1361.6,6.32,4084.79,0,4084.79
